label,itemid,shopid,name,price,userid,anonymous,commentTime,is_hidden,orderid,comment_rating_star,comment,product_SKU
1876,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,310086238,TRUE,2021/06/27,FALSE,7.82E+13,5,漂亮！！^n後面附上兩張照，是6/28煮的。^n家人和同事都說好吃！??^n我自己也覺得口感波棒！！,['']
1877,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,35177505,TRUE,2021/07/16,FALSE,7.98E+13,5,超大條^n非常划算！^n會再回購！^n非常新鮮！,['']
1878,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,115196774,TRUE,2021/06/22,FALSE,7.79E+13,5,很新鮮的節瓜，老闆給足斤且冷藏送貨，收到馬上煎來吃，好好吃呀。太感謝老闆，辛苦了,['']
1879,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,7994410,TRUE,2021/06/23,FALSE,7.80E+13,5,出貨快～好有效率^n而且櫛瓜很漂亮????^n(塑膠袋是我自己分裝的??)^n謝謝～會再回購！,['']
1880,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,144803939,TRUE,2021/06/22,FALSE,7.76E+13,5,品質好，寄貨速度快，推薦給大家,['']
1881,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,8042441,TRUE,2021/10/22,FALSE,8.84E+13,5,超快速的收到了,['']
1882,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,43368374,TRUE,2021/07/20,FALSE,8.03E+13,5,賣家很貼心的告知每一個細節  東西也很新鮮  到貨也很快速  大推,['']
1883,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,10625562,TRUE,2021/06/26,TRUE,7.76E+13,5,商品寄件快速，店家服務很好，商品還未使用，評價僅代表商店服務。Gooooood,['']
1884,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,208785775,TRUE,2021/07/07,FALSE,7.90E+13,5,櫛瓜很漂亮，比市場買的大，每一根都頭好壯壯,['']
1885,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,9245168,TRUE,2021/08/25,FALSE,8.26E+13,5,,['']
1886,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,9245168,TRUE,2021/07/21,FALSE,8.03E+13,5,,['']
1887,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,51049514,TRUE,2021/11/10,FALSE,9.01E+13,5,,['']
1888,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,2550864,TRUE,2021/06/17,FALSE,7.72E+13,5,,['']
1889,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,297796485,TRUE,2021/06/16,FALSE,7.70E+13,5,,['']
1890,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,6626695,TRUE,2021/07/05,FALSE,7.88E+13,5,,['']
1891,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,6999662,TRUE,2021/06/14,FALSE,7.67E+13,5,,['']
1892,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,12040105,TRUE,2021/06/16,FALSE,7.71E+13,5,,['']
1893,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,4824410,TRUE,2021/09/25,FALSE,8.59E+13,5,,['']
1894,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,191164147,TRUE,2021/06/22,FALSE,7.71E+13,5,,['']
1895,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,3253053,TRUE,2021/07/04,FALSE,7.85E+13,5,,['']
1896,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,7318502,TRUE,2021/06/29,FALSE,7.84E+13,5,,['']
1897,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,17196936,TRUE,2021/06/29,FALSE,7.84E+13,5,,['']
1898,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,32011596,TRUE,2021/06/16,FALSE,7.73E+13,5,,['']
1899,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,5044407,TRUE,2021/06/27,FALSE,7.82E+13,5,,['']
1900,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,44022424,TRUE,2021/08/06,FALSE,8.14E+13,5,,['']
1901,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,39106131,TRUE,2021/07/17,FALSE,7.97E+13,3,,['']
1902,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,59571598,TRUE,2021/06/03,FALSE,7.61E+13,5,,['']
1903,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,306957306,TRUE,2021/06/23,FALSE,7.80E+13,5,,['']
1904,7690009309,198172756,櫛瓜【安全無毒櫛瓜】5斤650元 優惠免運費,650,8571337,TRUE,2021/06/22,FALSE,7.75E+13,5,,['']
1905,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,15426780,TRUE,2021/07/22,FALSE,8.00E+13,4,第二次購買了，這次出貨比第一次快，雖然感覺這次品質沒有第一次的新鮮度，但玉米筍蠻甜的,['']
1906,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,9982627,TRUE,2021/07/23,FALSE,7.89E+13,5,不小心把玉米筍都吃完了！只剩地瓜能拍...不好意思！吃起來也沒水果玉米甜！,['']
1907,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,3332622,TRUE,2021/07/23,FALSE,8.06E+13,5,超快就寄出了！！！^n而且蔬菜都很漂亮！,['']
1908,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,5869934,TRUE,2022/07/19,FALSE,1.12E+14,5,很讚商品，賣家！讚！,['']
1909,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,14509140,TRUE,2020/08/28,FALSE,5.22E+13,5,品質很優！出貨速度也很快！^n馬上訂購！馬上就到～^n服務也很親切，還會持續回購～,[None]
1910,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,3920333,TRUE,2021/06/16,TRUE,7.72E+13,5,??????????????????????????????????????????????????????????????,['']
1911,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,231840463,TRUE,2022/09/06,FALSE,1.16E+14,5,,['']
1912,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,13537981,TRUE,2022/09/25,FALSE,1.16E+14,5,,['']
1913,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,5869934,TRUE,2022/10/04,FALSE,1.18E+14,5,,['']
1914,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,5869934,TRUE,2022/09/20,FALSE,1.17E+14,5,,['']
1915,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,24701644,TRUE,2022/06/23,FALSE,1.09E+14,5,,['']
1916,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,76032480,TRUE,2022/10/23,FALSE,1.20E+14,5,,['']
1917,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,20938377,TRUE,2022/09/09,FALSE,1.15E+14,3,,['']
1918,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,231840463,TRUE,2022/10/26,FALSE,1.20E+14,5,,['']
1919,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,93720761,TRUE,2022/09/03,FALSE,1.16E+14,5,,['']
1920,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,231840463,TRUE,2022/08/19,FALSE,1.14E+14,5,,['']
1921,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,40184020,TRUE,2022/05/25,FALSE,1.07E+14,5,,['']
1922,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,81574728,TRUE,2022/05/17,FALSE,1.06E+14,5,,['']
1923,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,94671,TRUE,2022/05/13,FALSE,1.06E+14,5,,['']
1924,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,5869934,TRUE,2022/04/26,FALSE,1.04E+14,5,,['']
1925,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,3261565,TRUE,2022/03/21,FALSE,1.01E+14,5,,['']
1926,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,40184020,TRUE,2022/01/20,FALSE,9.61E+13,5,,['']
1927,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,62402535,TRUE,2022/02/17,FALSE,9.87E+13,5,,['']
1928,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,64438419,TRUE,2021/10/08,FALSE,8.65E+13,5,,['']
1929,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,33266853,TRUE,2021/09/09,FALSE,8.46E+13,5,,['']
1930,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,3248235,TRUE,2020/08/01,FALSE,4.98E+13,5,,[None]
1931,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,29999878,TRUE,2021/06/03,FALSE,7.54E+13,5,,['']
1932,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,57775038,TRUE,2021/08/05,FALSE,8.14E+13,5,,['']
1933,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,6867024,TRUE,2021/07/25,FALSE,8.03E+13,5,,['']
1934,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,50632816,TRUE,2021/09/14,FALSE,8.49E+13,5,,['']
1935,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,13784953,TRUE,2021/07/20,FALSE,8.03E+13,5,,['']
1936,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,2639183,TRUE,2021/06/17,FALSE,7.69E+13,5,,['']
1937,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,139125458,TRUE,2021/06/01,FALSE,7.60E+13,5,,['']
1938,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,14591762,TRUE,2021/06/20,FALSE,7.77E+13,5,,['']
1939,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,192338866,TRUE,2021/12/16,FALSE,9.26E+13,5,,['']
1940,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,70774218,TRUE,2021/06/29,FALSE,7.83E+13,5,,['']
1941,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,30581187,TRUE,2021/07/10,FALSE,7.93E+13,5,,['']
1942,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,3129309,TRUE,2021/07/07,FALSE,7.92E+13,5,,['']
1943,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,5503985,TRUE,2021/06/07,FALSE,7.61E+13,5,,['']
1944,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,14225578,TRUE,2021/11/21,FALSE,9.05E+13,5,,['']
1945,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,156202651,TRUE,2020/07/21,FALSE,4.89E+13,5,,[None]
1946,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,147944602,TRUE,2021/09/21,FALSE,8.56E+13,5,,['']
1947,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,8102678,TRUE,2021/06/30,FALSE,7.83E+13,5,,['']
1948,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,294851909,TRUE,2021/06/13,FALSE,7.65E+13,5,,['']
1949,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,354872436,TRUE,2021/06/08,FALSE,7.66E+13,5,,['']
1950,7637651451,198172756,#新鮮現採 #漂亮 #黑寶水果玉米筍 1斤40元,40,279162063,TRUE,2021/07/17,FALSE,7.99E+13,5,,['']
1951,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,35751614,FALSE,2021/11/12,FALSE,9.03E+13,5,白龍水果玉米/彩虹甜糯玉米/黑寶糯玉米，這個組合滿足我所有對玉米的願望XD 賣家有效率??來的時候超新鮮，因為我被菜蟲嚇一跳（證明沒農藥！），玉米Q彈，白龍水果玉米吃起來有淡淡的椰奶味，我家刁嘴??女兒，也超愛吃??????,['']
1952,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,68016273,TRUE,2022/06/21,FALSE,1.09E+14,5,包裝堅固，出貨快速，打開就有玉米香，滿滿21根，根根的葉子都害羞地包好，鬚也留著。,['']
1953,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,10935382,TRUE,2021/09/18,FALSE,8.44E+13,5,超讚的出貨速及品質及CP值，首推給大家，很讚，下次會再跟你回購!祝你生意興隆，一路發發發。,['']
1954,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,6725868,TRUE,2021/06/17,FALSE,7.72E+13,5,出貨速度很快????^n^n一收到就立刻煮來吃^n^n小孩大人都很愛^n^n有需要會在回購的,['']
1955,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,12011549,TRUE,2021/07/01,FALSE,7.84E+13,5,玉米總共22條 平均一條27元還可以 分給同事們吃 當人情!!!!!!!,['']
1956,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,14079549,TRUE,2021/02/27,FALSE,6.79E+13,5,,['']
1957,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,20638443,TRUE,2022/09/11,FALSE,1.15E+14,5,口味:佳^n品質:好^n場合:適合^n^n在朋友家吃到的新鮮玉米，慕名來買雖然等了幾天，但是值得期待的，因為要買來送禮，沒想到對方給了我相片，是滿意新鮮的答覆，感謝賣家！,['']
1958,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,233359307,TRUE,2022/03/31,FALSE,1.02E+14,5,我們家都是電鍋蒸過直接吃原味，不用加鹽巴就好吃，小孩也很愛吃，對於一般上班族，青菜水果吃的少，玉米是不錯的替代品,['']
1959,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,171472337,TRUE,2022/03/22,FALSE,1.01E+14,5,出?快速 商品包?妥? 值得推荐的好商家 有需要?再次回?此商?的,['']
1960,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,274249057,TRUE,2021/07/13,FALSE,7.96E+13,5,很新鮮 水果玉米個頭偏小但很甜,['']
1961,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,10127384,TRUE,2021/08/06,FALSE,8.02E+13,1,品質很差、像這種品質不應該在網路上賣吧！,['']
1962,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,3943653,TRUE,2022/09/07,FALSE,1.16E+14,5,口味:玉米好吃^n品質:讚^n^n新鮮好吃,['']
1963,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,30418262,TRUE,2022/06/02,FALSE,1.08E+14,5,出貨快速！,['']
1964,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,11125466,TRUE,2022/05/25,FALSE,1.07E+14,5,黑寶有點硬，但水果玉米跟彩虹甜糯玉米好吃！,['']
1965,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,53548001,TRUE,2022/04/30,FALSE,1.05E+14,5,玉米很新鮮，很好吃，賣家很好，出貨超快，大推薦此賣場。,['']
1966,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,8541909,FALSE,2022/01/22,FALSE,9.52E+13,5,買了幾次了，^n玉米難免會有蟲咬或是缺損不漂亮的小問題，^n這也不是賣家可以控制的。^n但是在這裡買一直很放心，^n也很相信賣家，^n未來還是會一直回購下去的！,['']
1967,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,119575831,TRUE,2020/09/15,FALSE,5.23E+13,5,好商家 好產品 好服務!!!,[None]
1968,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,30181800,TRUE,2022/11/01,FALSE,1.21E+14,5,口味:好吃 新鮮,['']
1969,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,95405020,TRUE,2022/11/24,FALSE,1.20E+14,3,品質:部分不良,['']
1970,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,26416009,TRUE,2022/05/11,FALSE,1.06E+14,5,玉米超漂亮的！！一定會回購??????,['']
1971,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,348239797,TRUE,2022/03/24,FALSE,1.02E+14,5,已在次回購，玉米好甜、好Q，也分享給朋友，推薦喔！,['']
1972,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,30327479,TRUE,2022/02/05,FALSE,9.76E+13,5,出貨速度快到不可思議了,['']
1973,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,8308418,TRUE,2021/12/07,FALSE,9.23E+13,5,很讚??????????,['']
1974,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,40480560,TRUE,2021/06/13,FALSE,7.69E+13,5,甜度很夠、貨運速度快????????,['']
1975,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,12272004,TRUE,2021/06/24,FALSE,7.81E+13,5,很新鮮，很漂亮,['']
1976,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,227857198,FALSE,2020/08/18,FALSE,5.00E+13,5,白龍王水果玉米超好吃！老公和孩子都很喜歡， 我就比較喜歡花青素多的黑色玉米！第二週繼續回購！,[None]
1977,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,16898815,TRUE,2021/04/03,FALSE,7.08E+13,5,"已經回歸多次，過年期間沒有宅配還殺去產地直接購買,值得推薦唷??",['']
1978,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,53674666,TRUE,2021/06/29,FALSE,7.79E+13,2,紫色玉米偏硬，水果玉米的米粒好小但甜度是有的，出貨是很快啦,['']
1979,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,16048082,TRUE,2022/09/06,FALSE,1.16E+14,5,,['']
1980,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,5382412,TRUE,2022/06/23,FALSE,1.10E+14,5,,['']
1981,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,30307790,TRUE,2022/07/12,FALSE,1.11E+14,5,,['']
1982,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,45430894,TRUE,2022/07/14,FALSE,1.11E+14,5,,['']
1983,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,120575968,TRUE,2022/10/29,FALSE,1.20E+14,4,,['']
1984,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,64232979,TRUE,2022/10/09,FALSE,1.18E+14,5,,['']
1985,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,7563540,TRUE,2022/09/29,FALSE,1.18E+14,5,,['']
1986,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,2344423,TRUE,2022/10/25,FALSE,1.20E+14,5,,['']
1987,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,6901630,TRUE,2022/11/01,FALSE,1.20E+14,5,,['']
1988,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,2250773,TRUE,2022/06/16,FALSE,1.09E+14,5,,['']
1989,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,2226352,TRUE,2022/09/06,FALSE,1.15E+14,5,,['']
1990,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,27377746,TRUE,2022/06/14,FALSE,1.08E+14,5,,['']
1991,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,5278011,TRUE,2022/08/12,FALSE,1.12E+14,5,,['']
1992,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,26492212,TRUE,2022/05/13,FALSE,1.06E+14,5,,['']
1993,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,559894351,TRUE,2022/05/25,FALSE,1.07E+14,5,,['']
1994,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,5175081,TRUE,2022/05/04,FALSE,1.05E+14,5,,['']
1995,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,5764081,TRUE,2022/05/05,FALSE,1.05E+14,5,,['']
1996,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,240554619,TRUE,2022/05/11,FALSE,1.06E+14,5,,['']
1997,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,461314270,TRUE,2022/04/27,FALSE,1.04E+14,5,,['']
1998,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,25625929,TRUE,2022/04/01,FALSE,1.02E+14,5,,['']
1999,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,348239797,TRUE,2022/03/24,FALSE,1.01E+14,5,,['']
2000,5536145247,198172756,特價500元（免運費）黑寶糯玉米3斤+北海道水果玉米3斤+彩虹甜糯玉米3斤,500,41832288,TRUE,2022/03/15,FALSE,1.01E+14,5,,['']
2001,5838249055,198172756,紅鬚玉米筍1斤40元（無毒栽培）慧軒農場 【產銷履歷】,40,15426780,TRUE,2021/06/12,FALSE,7.63E+13,5,影片是到貨幾天後才拍攝，外殼有點乾了，到貨時都很新鮮，第一次在網路購買農產品，效果超乎想像的好，某品種玉米筍連葉子都有，感覺很新鮮，只是混買好幾項品種商品，不知道誰是誰，但都好吃,['']
2002,5838249055,198172756,紅鬚玉米筍1斤40元（無毒栽培）慧軒農場 【產銷履歷】,40,137367272,TRUE,2021/02/27,FALSE,6.79E+13,5,已經收到貨.忘了拍照.^n老闆家的玉米??很甜.迫不及待買的玉米玉米筍有一半下鍋料理吃了.雖說次級品不過剪掉頭尾跟超市賣得樣式賣相都不相上下頭重點是cp值高.也算便宜.所以很推.下次會回購,['']
2003,5838249055,198172756,紅鬚玉米筍1斤40元（無毒栽培）慧軒農場 【產銷履歷】,40,75353437,TRUE,2021/07/29,FALSE,8.11E+13,5,出貨迅速，並且很負責的事先告知。農產品很新鮮，價格也公道。覺得好了會再回購！,['']
2004,5838249055,198172756,紅鬚玉米筍1斤40元（無毒栽培）慧軒農場 【產銷履歷】,40,1956700,TRUE,2021/07/16,FALSE,7.99E+13,5,出貨速度很快，蔬果也很新鮮。回應速度也很快！是個誠信的賣家！很推薦大家購買喔！,['']
2005,5838249055,198172756,紅鬚玉米筍1斤40元（無毒栽培）慧軒農場 【產銷履歷】,40,24947981,TRUE,2021/10/07,FALSE,8.72E+13,5,出貨速度超快，又新鮮??,['']
2006,5838249055,198172756,紅鬚玉米筍1斤40元（無毒栽培）慧軒農場 【產銷履歷】,40,142351690,TRUE,2021/07/02,FALSE,7.87E+13,5,送貨速度快，下訂到收到三天時間，商品品質好，會再回購！！！！,['']
2007,5838249055,198172756,紅鬚玉米筍1斤40元（無毒栽培）慧軒農場 【產銷履歷】,40,3307254,TRUE,2022/09/27,FALSE,1.18E+14,5,雖然賣場標示是瑕疵次級品^n但是收到時覺得品質很好看不出來是瑕疵品^n而是很新鮮的玉米跟玉米筍^n會再回購??^n出貨速度也很快棒棒的,['']
2008,5838249055,198172756,紅鬚玉米筍1斤40元（無毒栽培）慧軒農場 【產銷履歷】,40,60305951,TRUE,2021/06/08,FALSE,7.67E+13,5,,['']
2009,5838249055,198172756,紅鬚玉米筍1斤40元（無毒栽培）慧軒農場 【產銷履歷】,40,60305951,TRUE,2021/06/25,FALSE,7.81E+13,5,,['']
2010,5838249055,198172756,紅鬚玉米筍1斤40元（無毒栽培）慧軒農場 【產銷履歷】,40,45539821,TRUE,2021/07/23,FALSE,8.06E+13,5,"第一次購買,出貨迅速到貨快,所買的商品新鮮漂亮,價格公道,品質不錯,下次有需要會再訂購.",['']
2011,5838249055,198172756,紅鬚玉米筍1斤40元（無毒栽培）慧軒農場 【產銷履歷】,40,9683922,TRUE,2020/09/08,FALSE,5.15E+13,5,玉米筍很新鮮又甜，小孩搶著吃。,[None]
