label,shopid,
600,198172756,
601,198172756,
602,198172756,
603,198172756,
604,198172756,
605,198172756,
606,198172756,
607,198172756,
608,198172756,
609,198172756,
610,198172756,
611,198172756,
612,198172756,
613,198172756,
614,198172756,
615,198172756,
616,198172756,
617,198172756,
618,198172756,
619,198172756,
620,198172756,
621,198172756,
622,198172756,
623,198172756,
624,198172756,
625,198172756,
626,198172756,
627,198172756,
628,198172756,
629,198172756,
630,198172756,
631,198172756,
632,198172756,
633,198172756,
634,198172756,
635,198172756,
636,198172756,
637,198172756,
638,198172756,
639,198172756,
640,198172756,
641,198172756,
642,198172756,
643,198172756,
644,198172756,
645,198172756,
646,198172756,
647,198172756,
648,198172756,
649,198172756,
650,198172756,
651,198172756,
652,198172756,
653,198172756,
654,198172756,
655,198172756,
656,198172756,
657,198172756,
658,198172756,
659,198172756,
660,198172756,
661,198172756,
662,198172756,
663,198172756,
664,198172756,
665,198172756,
666,198172756,
667,198172756,
668,198172756,
669,198172756,
670,198172756,
671,198172756,
672,198172756,
673,198172756,
674,198172756,
675,198172756,
676,198172756,
677,198172756,
678,198172756,
679,198172756,
680,198172756,
681,198172756,
682,198172756,
683,198172756,
684,198172756,
685,198172756,
686,198172756,
687,198172756,
688,198172756,
689,198172756,
690,198172756,
691,198172756,
692,198172756,
693,198172756,
694,198172756,
695,198172756,
696,198172756,
697,198172756,
698,198172756,
699,198172756,
700,198172756,
701,198172756,
702,198172756,
703,198172756,
704,198172756,
705,198172756,
706,198172756,
707,198172756,
708,198172756,
709,198172756,
710,198172756,
711,198172756,
712,198172756,
713,198172756,
714,198172756,
715,198172756,
716,198172756,
717,198172756,
718,198172756,
719,198172756,
720,198172756,
721,198172756,
722,198172756,
723,198172756,
724,198172756,
725,198172756,
726,198172756,
727,198172756,
728,198172756,
729,198172756,
730,198172756,
731,198172756,
732,198172756,
733,198172756,
734,198172756,
735,198172756,
736,198172756,
737,198172756,
738,198172756,
739,198172756,
740,198172756,
741,198172756,
742,198172756,
743,198172756,
744,198172756,
745,198172756,
746,198172756,
747,198172756,
748,198172756,
749,198172756,
750,198172756,
751,198172756,
752,198172756,
753,198172756,
754,198172756,
755,198172756,
756,198172756,
757,198172756,
758,198172756,
759,198172756,
760,198172756,
761,198172756,
762,198172756,
763,198172756,
764,198172756,
765,198172756,
766,198172756,
767,198172756,
768,198172756,
769,198172756,
770,198172756,
771,198172756,
772,198172756,
773,198172756,
774,198172756,
775,198172756,
776,198172756,
777,198172756,
778,198172756,
779,198172756,
780,198172756,
781,198172756,
782,198172756,
783,198172756,
784,198172756,
785,198172756,
786,198172756,
787,198172756,
788,198172756,
789,198172756,
790,198172756,
791,198172756,
792,198172756,
793,198172756,
794,198172756,
795,198172756,
796,198172756,
797,198172756,
798,198172756,
799,198172756,
800,198172756,
801,198172756,
802,198172756,
803,198172756,
804,198172756,
805,198172756,
806,198172756,
807,198172756,
808,198172756,
809,198172756,
810,198172756,
811,198172756,
812,198172756,
813,198172756,
814,198172756,
815,198172756,
816,198172756,
817,198172756,
818,198172756,
819,198172756,
820,198172756,
821,198172756,
822,198172756,
823,198172756,
824,198172756,
825,198172756,
826,198172756,
827,198172756,
828,198172756,
829,198172756,
830,198172756,
831,198172756,
832,198172756,
833,198172756,
834,198172756,
835,198172756,
836,198172756,
837,198172756,
838,198172756,
839,198172756,
840,198172756,
841,198172756,
842,198172756,
843,198172756,
844,198172756,
845,198172756,
846,198172756,
847,198172756,
848,198172756,
849,198172756,
850,198172756,
851,198172756,
852,198172756,
853,198172756,
854,198172756,
855,198172756,
856,198172756,
857,198172756,
858,198172756,
859,198172756,
860,198172756,
861,198172756,
862,198172756,
863,198172756,
864,198172756,
865,198172756,
866,198172756,
867,198172756,
868,198172756,
869,198172756,
870,198172756,
871,198172756,
872,198172756,
873,198172756,
874,198172756,
875,198172756,
876,198172756,
877,198172756,
878,198172756,
879,198172756,
880,198172756,
881,198172756,
882,198172756,
883,198172756,
884,198172756,
885,198172756,
886,198172756,
887,198172756,
888,198172756,
889,198172756,
890,198172756,
891,198172756,
892,198172756,
893,198172756,
894,198172756,
895,198172756,
896,198172756,
897,198172756,
898,198172756,
899,198172756,
900,198172756,
901,198172756,
902,198172756,
903,198172756,
904,198172756,
905,198172756,
906,198172756,
907,198172756,
908,198172756,
909,198172756,
910,198172756,
911,198172756,
912,198172756,
913,198172756,
914,198172756,
915,198172756,
916,198172756,
917,198172756,
918,198172756,
919,198172756,
920,198172756,
921,198172756,
922,198172756,
923,198172756,
924,198172756,
925,198172756,
926,198172756,
927,198172756,
928,198172756,
929,198172756,
930,198172756,
931,198172756,
932,198172756,
933,198172756,
934,198172756,
935,198172756,
936,198172756,
937,198172756,
938,198172756,
939,198172756,
940,198172756,
941,198172756,
942,198172756,
943,198172756,
944,198172756,
945,198172756,
946,198172756,
947,198172756,
948,198172756,
949,198172756,
950,198172756,
951,198172756,
952,198172756,
953,198172756,
954,198172756,
955,198172756,
956,198172756,
957,198172756,
958,198172756,
959,198172756,
960,198172756,
961,198172756,
962,198172756,
963,198172756,
964,198172756,
965,198172756,
966,198172756,
967,198172756,
968,198172756,
969,198172756,
970,198172756,
971,198172756,
972,198172756,
973,198172756,
974,198172756,
975,198172756,
976,198172756,
977,198172756,
978,198172756,
979,198172756,
980,198172756,
981,198172756,
982,198172756,
983,198172756,
984,198172756,
985,198172756,
986,198172756,
987,198172756,
988,198172756,
989,198172756,
990,198172756,
991,198172756,
992,198172756,
993,198172756,
994,198172756,
995,198172756,
996,198172756,
997,198172756,
998,198172756,
999,198172756,
1000,198172756,
1001,198172756,
1002,198172756,
1003,198172756,
1004,198172756,
1005,198172756,
1006,198172756,
1007,198172756,
1008,198172756,
1009,198172756,
1010,198172756,
1011,198172756,
1012,198172756,
1013,198172756,
1014,198172756,
1015,198172756,
1016,198172756,
1017,198172756,
1018,198172756,
1019,198172756,
1020,198172756,
1021,198172756,
1022,198172756,
1023,198172756,
1024,198172756,
1025,198172756,
1026,198172756,
1027,198172756,
1028,198172756,
1029,198172756,
1030,198172756,
1031,198172756,
1032,198172756,
1033,198172756,
1034,198172756,
1035,198172756,
1036,198172756,
1037,198172756,
1038,198172756,
1039,198172756,
1040,198172756,
1041,198172756,
1042,198172756,
1043,198172756,
1044,198172756,
1045,198172756,
1046,198172756,
1047,198172756,
1048,198172756,
1049,198172756,
1050,198172756,
1051,198172756,
1052,198172756,
1053,198172756,
1054,198172756,
1055,198172756,
1056,198172756,
1057,198172756,
1058,198172756,
1059,198172756,
1060,198172756,
1061,198172756,
1062,198172756,
1063,198172756,
1064,198172756,
1065,198172756,
1066,198172756,
1067,198172756,
1068,198172756,
1069,198172756,
1070,198172756,
1071,198172756,
1072,198172756,
1073,198172756,
1074,198172756,
1075,198172756,
1076,198172756,
1077,198172756,
1078,198172756,
1079,198172756,
1080,198172756,
1081,198172756,
1082,198172756,
1083,198172756,
1084,198172756,
1085,198172756,
1086,198172756,
1087,198172756,
1088,198172756,
1089,198172756,
1090,198172756,
1091,198172756,
1092,198172756,
1093,198172756,
1094,198172756,
1095,198172756,
1096,198172756,
1097,198172756,
1098,198172756,
1099,198172756,
1100,198172756,
1101,198172756,
1102,198172756,
1103,198172756,
1104,198172756,
1105,198172756,
1106,198172756,
1107,198172756,
1108,198172756,
1109,198172756,
1110,198172756,
1111,198172756,
1112,198172756,
1113,198172756,
1114,198172756,
1115,198172756,
1116,198172756,
1117,198172756,
1118,198172756,
1119,198172756,
1120,198172756,
1121,198172756,
1122,198172756,
1123,198172756,
1124,198172756,
1125,198172756,
1126,198172756,
1127,198172756,
1128,198172756,
1129,198172756,
1130,198172756,
1131,198172756,
1132,198172756,
1133,198172756,
1134,198172756,
1135,198172756,
1136,198172756,
1137,198172756,
1138,198172756,
1139,198172756,
1140,198172756,
1141,198172756,
1142,198172756,
1143,198172756,
1144,198172756,
1145,198172756,
1146,198172756,
1147,198172756,
1148,198172756,
1149,198172756,
1150,198172756,
1151,198172756,
1152,198172756,
1153,198172756,
1154,198172756,
1155,198172756,
1156,198172756,
1157,198172756,
1158,198172756,
1159,198172756,
1160,198172756,
1161,198172756,
1162,198172756,
1163,198172756,
1164,198172756,
1165,198172756,
1166,198172756,
1167,198172756,
1168,198172756,
1169,198172756,
1170,198172756,
1171,198172756,
1172,198172756,
1173,198172756,
1174,198172756,
1175,198172756,
1176,198172756,
1177,198172756,
1178,198172756,
1179,198172756,
1180,198172756,
1181,198172756,
1182,198172756,
1183,198172756,
1184,198172756,
1185,198172756,
1186,198172756,
1187,198172756,
1188,198172756,
1189,198172756,
1190,198172756,
1191,198172756,
1192,198172756,
1193,198172756,
1194,198172756,
1195,198172756,
1196,198172756,
1197,198172756,
1198,198172756,
1199,198172756,
1200,198172756,
1201,198172756,
1202,198172756,
1203,198172756,
1204,198172756,
1205,198172756,
1206,198172756,
1207,198172756,
1208,198172756,
1209,198172756,
1210,198172756,
1211,198172756,
1212,198172756,
1213,198172756,
1214,198172756,
1215,198172756,
1216,198172756,
1217,198172756,
1218,198172756,
1219,198172756,
1220,198172756,
1221,198172756,
1222,198172756,
1223,198172756,
1224,198172756,
1225,198172756,
1226,198172756,
1227,198172756,
1228,198172756,
1229,198172756,
1230,198172756,
1231,198172756,
1232,198172756,
1233,198172756,
1234,198172756,
1235,198172756,
1236,198172756,
1237,198172756,
1238,198172756,
1239,198172756,
1240,198172756,
1241,198172756,
1242,198172756,
1243,198172756,
1244,198172756,
1245,198172756,
1246,198172756,
1247,198172756,
1248,198172756,
1249,198172756,
1250,198172756,
1251,198172756,
1252,198172756,
1253,198172756,
1254,198172756,
1255,198172756,
1256,198172756,
1257,198172756,
1258,198172756,
1259,198172756,
1260,198172756,
1261,198172756,
1262,198172756,
1263,198172756,
1264,198172756,
1265,198172756,
1266,198172756,
1267,198172756,
1268,198172756,
1269,198172756,
1270,198172756,
1271,198172756,
1272,198172756,
1273,198172756,
1274,198172756,
1275,198172756,
1276,198172756,
1277,198172756,
1278,198172756,
1279,198172756,
1280,198172756,
1281,198172756,
1282,198172756,
1283,198172756,
1284,198172756,
1285,198172756,
1286,198172756,
1287,198172756,
1288,198172756,
1289,198172756,
1290,198172756,
1291,198172756,
1292,198172756,
1293,198172756,
1294,198172756,
1295,198172756,
1296,198172756,
1297,198172756,
1298,198172756,
1299,198172756,
1300,198172756,
1301,198172756,
1302,198172756,
1303,198172756,
1304,198172756,
1305,198172756,
1306,198172756,
1307,198172756,
1308,198172756,
1309,198172756,
1310,198172756,
1311,198172756,
1312,198172756,
1313,198172756,
1314,198172756,
1315,198172756,
1316,198172756,
1317,198172756,
1318,198172756,
1319,198172756,
1320,198172756,
1321,198172756,
1322,198172756,
1323,198172756,
1324,198172756,
1325,198172756,
1326,198172756,
1327,198172756,
1328,198172756,
1329,198172756,
1330,198172756,
1331,198172756,
1332,198172756,
1333,198172756,
1334,198172756,
1335,198172756,
1336,198172756,
1337,198172756,
1338,198172756,
1339,198172756,
1340,198172756,
1341,198172756,
1342,198172756,
1343,198172756,
1344,198172756,
1345,198172756,
1346,198172756,
1347,198172756,
1348,198172756,
1349,198172756,
1350,198172756,
1351,198172756,
1352,198172756,
1353,198172756,
1354,198172756,
1355,198172756,
1356,198172756,
1357,198172756,
1358,198172756,
1359,198172756,
1360,198172756,
1361,198172756,
1362,198172756,
1363,198172756,
1364,198172756,
1365,198172756,
1366,198172756,
1367,198172756,
1368,198172756,
1369,198172756,
1370,198172756,
1371,198172756,
1372,198172756,
1373,198172756,
1374,198172756,
1375,198172756,
1376,198172756,
1377,198172756,
1378,198172756,
1379,198172756,
1380,198172756,
1381,198172756,
1382,198172756,
1383,198172756,
1384,198172756,
1385,198172756,
1386,198172756,
1387,198172756,
1388,198172756,
1389,198172756,
1390,198172756,
1391,198172756,
1392,198172756,
1393,198172756,
1394,198172756,
1395,198172756,
1396,198172756,
1397,198172756,
1398,198172756,
1399,198172756,
1400,198172756,
1401,198172756,
1402,198172756,
1403,198172756,
1404,198172756,
1405,198172756,
1406,198172756,
1407,198172756,
1408,198172756,
1409,198172756,
1410,198172756,
1411,198172756,
1412,198172756,
1413,198172756,
1414,198172756,
1415,198172756,
1416,198172756,
1417,198172756,
1418,198172756,
1419,198172756,
1420,198172756,
1421,198172756,
1422,198172756,
1423,198172756,
1424,198172756,
1425,198172756,
1426,198172756,
1427,198172756,
1428,198172756,
1429,198172756,
1430,198172756,
1431,198172756,
1432,198172756,
1433,198172756,
1434,198172756,
1435,198172756,
1436,198172756,
1437,198172756,
1438,198172756,
1439,198172756,
1440,198172756,
1441,198172756,
1442,198172756,
1443,198172756,
1444,198172756,
1445,198172756,
1446,198172756,
1447,198172756,
1448,198172756,
1449,198172756,
1450,198172756,
1451,198172756,
1452,198172756,
1453,198172756,
1454,198172756,
1455,198172756,
1456,198172756,
1457,198172756,
1458,198172756,
1459,198172756,
1460,198172756,
1461,198172756,
1462,198172756,
1463,198172756,
1464,198172756,
1465,198172756,
1466,198172756,
1467,198172756,
1468,198172756,
1469,198172756,
1470,198172756,
1471,198172756,
1472,198172756,
1473,198172756,
1474,198172756,
1475,198172756,
1476,198172756,
1477,198172756,
1478,198172756,
1479,198172756,
1480,198172756,
1481,198172756,
1482,198172756,
1483,198172756,
1484,198172756,
1485,198172756,
1486,198172756,
1487,198172756,
1488,198172756,
1489,198172756,
1490,198172756,
1491,198172756,
1492,198172756,
1493,198172756,
1494,198172756,
1495,198172756,
1496,198172756,
1497,198172756,
1498,198172756,
1499,198172756,
1500,198172756,
1501,198172756,
1502,198172756,
1503,198172756,
1504,198172756,
1505,198172756,
1506,198172756,
1507,198172756,
1508,198172756,
1509,198172756,
1510,198172756,
1511,198172756,
1512,198172756,
1513,198172756,
1514,198172756,
1515,198172756,
1516,198172756,
1517,198172756,
1518,198172756,
1519,198172756,
1520,198172756,
1521,198172756,
1522,198172756,
1523,198172756,
1524,198172756,
1525,198172756,
1526,198172756,
1527,198172756,
1528,198172756,
1529,198172756,
1530,198172756,
1531,198172756,
1532,198172756,
1533,198172756,
1534,198172756,
1535,198172756,
1536,198172756,
1537,198172756,
1538,198172756,
1539,198172756,
1540,198172756,
1541,198172756,
1542,198172756,
1543,198172756,
1544,198172756,
1545,198172756,
1546,198172756,
1547,198172756,
1548,198172756,
1549,198172756,
1550,198172756,
1551,198172756,
1552,198172756,
1553,198172756,
1554,198172756,
1555,198172756,
1556,198172756,
1557,198172756,
1558,198172756,
1559,198172756,
1560,198172756,
1561,198172756,
1562,198172756,
1563,198172756,
1564,198172756,
1565,198172756,
1566,198172756,
1567,198172756,
1568,198172756,
1569,198172756,
1570,198172756,
1571,198172756,
1572,198172756,
1573,198172756,
1574,198172756,
1575,198172756,
1576,198172756,
1577,198172756,
1578,198172756,
1579,198172756,
1580,198172756,
1581,198172756,
1582,198172756,
1583,198172756,
1584,198172756,
1585,198172756,
1586,198172756,
1587,198172756,
1588,198172756,
1589,198172756,
1590,198172756,
1591,198172756,
1592,198172756,
1593,198172756,
1594,198172756,
1595,198172756,
1596,198172756,
1597,198172756,
1598,198172756,
1599,198172756,
1600,198172756,
1601,198172756,
1602,198172756,
1603,198172756,
1604,198172756,
1605,198172756,
1606,198172756,
1607,198172756,
1608,198172756,
1609,198172756,
1610,198172756,
1611,198172756,
1612,198172756,
1613,198172756,
1614,198172756,
1615,198172756,
1616,198172756,
1617,198172756,
1618,198172756,
1619,198172756,
1620,198172756,
1621,198172756,
1622,198172756,
1623,198172756,
1624,198172756,
1625,198172756,
1626,198172756,
1627,198172756,
1628,198172756,
1629,198172756,
1630,198172756,
1631,198172756,
1632,198172756,
1633,198172756,
1634,198172756,
1635,198172756,
1636,198172756,
1637,198172756,
1638,198172756,
1639,198172756,
1640,198172756,
1641,198172756,
1642,198172756,
1643,198172756,
1644,198172756,
1645,198172756,
1646,198172756,
1647,198172756,
1648,198172756,
1649,198172756,
1650,198172756,
1651,198172756,
1652,198172756,
1653,198172756,
1654,198172756,
1655,198172756,
1656,198172756,
1657,198172756,
1658,198172756,
1659,198172756,
1660,198172756,
1661,198172756,
1662,198172756,
1663,198172756,
1664,198172756,
1665,198172756,
1666,198172756,
1667,198172756,
1668,198172756,
1669,198172756,
1670,198172756,
1671,198172756,
1672,198172756,
1673,198172756,
1674,198172756,
1675,198172756,
1676,198172756,
1677,198172756,
1678,198172756,
1679,198172756,
1680,198172756,
1681,198172756,
1682,198172756,
1683,198172756,
1684,198172756,
1685,198172756,
1686,198172756,
1687,198172756,
1688,198172756,
1689,198172756,
1690,198172756,
1691,198172756,
1692,198172756,
1693,198172756,
1694,198172756,
1695,198172756,
1696,198172756,
1697,198172756,
1698,198172756,
1699,198172756,
1700,198172756,
1701,198172756,
1702,198172756,
1703,198172756,
1704,198172756,
1705,198172756,
1706,198172756,
1707,198172756,
1708,198172756,
1709,198172756,
1710,198172756,
1711,198172756,
1712,198172756,
1713,198172756,
1714,198172756,
1715,198172756,
1716,198172756,
1717,198172756,
1718,198172756,
1719,198172756,
1720,198172756,
1721,198172756,
1722,198172756,
1723,198172756,
1724,198172756,
1725,198172756,
1726,198172756,
1727,198172756,
1728,198172756,
1729,198172756,
1730,198172756,
1731,198172756,
1732,198172756,
1733,198172756,
1734,198172756,
1735,198172756,
1736,198172756,
1737,198172756,
1738,198172756,
1739,198172756,
1740,198172756,
1741,198172756,
1742,198172756,
1743,198172756,
1744,198172756,
1745,198172756,
1746,198172756,
1747,198172756,
1748,198172756,
1749,198172756,
1750,198172756,
1751,198172756,
1752,198172756,
1753,198172756,
1754,198172756,
1755,198172756,
1756,198172756,
1757,198172756,
1758,198172756,
1759,198172756,
1760,198172756,
1761,198172756,
1762,198172756,
1763,198172756,
1764,198172756,
1765,198172756,
1766,198172756,
1767,198172756,
1768,198172756,
1769,198172756,
1770,198172756,
1771,198172756,
1772,198172756,
1773,198172756,
1774,198172756,
1775,198172756,
1776,198172756,
1777,198172756,
1778,198172756,
1779,198172756,
1780,198172756,
1781,198172756,
1782,198172756,
1783,198172756,
1784,198172756,
1785,198172756,
1786,198172756,
1787,198172756,
1788,198172756,
1789,198172756,
1790,198172756,
1791,198172756,
1792,198172756,
1793,198172756,
1794,198172756,
1795,198172756,
1796,198172756,
1797,198172756,
1798,198172756,
1799,198172756,
1800,198172756,
1801,198172756,
1802,198172756,
1803,198172756,
1804,198172756,
1805,198172756,
1806,198172756,
1807,198172756,
1808,198172756,
1809,198172756,
1810,198172756,
1811,198172756,
1812,198172756,
1813,198172756,
1814,198172756,
1815,198172756,
1816,198172756,
1817,198172756,
1818,198172756,
1819,198172756,
1820,198172756,
1821,198172756,
1822,198172756,
1823,198172756,
1824,198172756,
1825,198172756,
1826,198172756,
1827,198172756,
1828,198172756,
1829,198172756,
1830,198172756,
1831,198172756,
1832,198172756,
1833,198172756,
1834,198172756,
1835,198172756,
1836,198172756,
1837,198172756,
1838,198172756,
1839,198172756,
1840,198172756,
1841,198172756,
1842,198172756,
1843,198172756,
1844,198172756,
1845,198172756,
1846,198172756,
1847,198172756,
1848,198172756,
1849,198172756,
1850,198172756,
1851,198172756,
1852,198172756,
1853,198172756,
1854,198172756,
1855,198172756,
1856,198172756,
1857,198172756,
1858,198172756,
1859,198172756,
1860,198172756,
1861,198172756,
1862,198172756,
1863,198172756,
1864,198172756,
1865,198172756,
1866,198172756,
1867,198172756,
1868,198172756,
1869,198172756,
1870,198172756,
1871,198172756,
1872,198172756,
