label,userid
1323,16348844
1324,27377746
1325,129248579
1326,79161482
1327,707418917
1328,37525955
1329,520085206
1330,762897751
1331,6202579
1332,37427573
1333,48956487
1334,135276233
1335,15760166
1336,129248579
1337,81574728
1338,51772812
1339,440902080
1340,37427573
1341,51772812
1342,14790627
1343,37427573
1344,15845354
1345,37427573
1346,55299603
1347,63462824
1348,129248579
1349,62402535
1350,37427573
1351,181851116
1352,146968
1353,16141329
1354,22764865
1355,36789540
1356,9244050
1357,277731735
1358,14872257
1359,6131731
1360,31150949
1361,807128
1362,168794252
1363,96916756
1364,237784091
1365,56715737
1366,21307915
1367,32021196
1368,30349543
1369,21307915
1370,100638978
1371,73801468
1372,10921348
1373,123576401
1374,17841996
1375,2501709
1376,11261814
1377,28807640
1378,211942467
1379,8761776
1380,211942467
1381,39789623
1382,178932
1383,5970282
1384,11316433
1385,15845354
1386,15845354
1387,136395653
1388,7563540
1389,26858106
1390,6034440
1391,6446565
1392,26858106
1393,3624644
1394,14747524
1395,5795063
1396,166867870
1397,38909064
1398,2424757
1399,6315903
1400,9664334
1401,26597398
1402,5186448
1403,583736
1404,6104011
1405,5186448
1406,273975002
1407,11749510
1408,7424273
1409,17432285
1410,15632082
1411,92881696
1412,28070273
1413,31115684
1414,6131731
1415,40553761
1416,1425142
1417,2126564
1418,16309085
1419,121189247
1420,21890681
1421,53718698
1422,295611859
1423,52586271
1424,149409750
1425,112944966
1426,11439123
1427,2664322
1428,147944602
1429,6343378
1430,13249001
1431,166166
1432,3784629
1433,3784629
1434,22834411
1435,27323290
1436,11386191
1437,5511974
1438,3195430
1439,2953246
1440,3747295
1441,434529
1442,76686348
1443,189139038
1444,7420222
1445,67389185
1446,36520552
1447,16316162
1448,4620600
1449,31289005
1450,8555208
1451,67729678
1452,43278022
1453,43278022
1454,32619247
1455,29419033
1456,26057801
1457,131100326
1458,89037262
1459,143022011
1460,156312217
1461,68016273
1462,28495416
1463,169535070
1464,47157418
1465,143022011
1466,317875424
1467,317875424
1468,317875424
1469,32898603
1470,16265791
1471,39309779
1472,7957059
1473,1066273
1474,15840853
1475,25704176
1476,26469062
1477,225969041
1478,68016273
1479,31060098
1480,317875424
1481,317875424
1482,317875424
1483,217200396
1484,9652146
1485,323068066
1486,45321768
1487,33165648
1488,131709844
1489,27288860
1490,47409462
1491,47409462
1492,47409462
1493,39309779
1494,31865620
1495,1066273
1496,435474
1497,22730381
1498,61092020
1499,51350684
1500,34690195
1501,1096951
1502,20488747
1503,6649066
1504,16048082
1505,7621933
1506,7621933
1507,41482154
1508,10668398
1509,6315775
1510,16048082
1511,6219959
1512,47445407
1513,10183209
1514,45226731
1515,180799589
1516,58090287
1517,153166260
1518,16048082
1519,16211632
1520,8307946
1521,309675023
1522,2664322
1523,331859970
1524,527964925
1525,68414694
1526,130054620
1527,33270792
1528,15845354
1529,110195253
1530,110195253
1531,40591072
1532,40591072
1533,40591072
1534,40591072
1535,40591072
1536,83618002
1537,18901797
1538,116177193
1539,1084239
1540,116177193
1541,3261676
1542,16705494
1543,16705494
1544,16705494
1545,1130417
1546,33159629
1547,50261442
1548,1016342
1549,38362863
1550,118453826
1551,20552431
1552,6801532
1553,41638381
1554,11947195
1555,156312217
1556,491775598
1557,34451966
1558,183777905
1559,183777905
1560,115857381
1561,10282109
1562,5970282
1563,51772812
1564,6801532
1565,4896973
1566,5707402
1567,15586494
1568,5970282
1569,5970282
1570,6801532
1571,76630296
1572,45278584
1573,45278584
1574,7039365
1575,35241119
1576,2858802
1577,83769186
1578,8716994
1579,7540510
1580,13651618
1581,17622636
1582,1903056
1583,2444645
1584,16352469
1585,2571949
1586,9223610
1587,2907245
1588,67140069
1589,416606910
1590,228988132
1591,28241543
1592,58697747
1593,3556571
1594,2717159
1595,42762335
1596,42762335
1597,130761009
1598,13182603
1599,10990856
1600,2587490
1601,11285018
1602,24302403
1603,19152997
1604,5987785
1605,14509140
1606,38722112
1607,94671
1608,2425329
1609,16348844
1610,23302552
1611,64249144
1612,5301734
1613,48956487
1614,5301734
1615,5301734
1616,81574728
1617,38836895
1618,108339344
1619,92631903
1620,520085206
1621,7704760
1622,55299603
1623,94671
1624,92631903
1625,101116946
1626,311733185
1627,156158840
1628,311733185
1629,20851583
1630,37427573
1631,70102027
1632,275532104
1633,554753
1634,4278489
1635,9800773
1636,41277412
1637,30418579
1638,6559520
1639,28126736
1640,601052
1641,137821731
1642,25704176
1643,25704176
1644,25704176
1645,5897111
1646,16117634
1647,56922069
1648,8303799
1649,112641302
1650,149207689
1651,37427573
1652,33659498
1653,5861313
1654,92492566
1655,129248579
1656,4373449
1657,320277648
1658,17138693
1659,16348844
1660,55636650
1661,42901343
1662,21160525
1663,112163655
1664,136674787
1665,242094780
1666,234055937
1667,229674124
1668,150021171
1669,129248579
1670,63046948
1671,37427573
1672,129248579
1673,147369548
1674,76630296
1675,123449820
1676,44916148
1677,27323290
1678,22834411
1679,3122763
1680,337990613
1681,67921012
1682,120869674
1683,145321129
1684,2882720
1685,13365306
1686,3122296
1687,3041157
1688,171404573
1689,9982627
1690,454230062
1691,257029504
1692,69830183
1693,24879040
1694,25733041
1695,10990856
1696,5579126
1697,7981994
1698,61828024
1699,9629534
1700,26545643
1701,120869674
1702,24701644
1703,34010224
1704,64249144
1705,81574728
1706,9953685
1707,9953685
1708,14225578
1709,8175304
1710,8175304
1711,311733185
1712,14225578
1713,37427573
1714,155613029
1715,3194062
1716,33266853
1717,10085324
1718,95440845
1719,3120086
1720,4278489
1721,6559520
1722,90261261
1723,2763018
1724,57775038
1725,18870029
1726,61528226
1727,6132865
1728,195493
1729,2560231
1730,13086032
1731,8283740
1732,12564526
1733,1990606
1734,4944711
1735,4944711
1736,9433950
1737,39979092
1738,96916756
1739,63427532
1740,8546737
1741,11621588
1742,14494535
1743,2174137
1744,58983425
1745,1019067
1746,6181667
1747,18545452
1748,3135382
1749,7563540
1750,7563540
1751,11439123
1752,7563540
1753,84416686
1754,40450576
1755,166897466
1756,3442382
1757,3442382
1758,5970282
1759,5970282
1760,58983425
1761,41681874
1762,41681874
1763,2174137
1764,4430560
1765,1967247
1766,5060447
1767,175733302
1768,16001674
1769,116177193
1770,27002125
1771,7333694
1772,3180175
1773,99381364
1774,41772101
1775,208423456
1776,36705242
1777,3319521
1778,851760
1779,6725868
1780,12011549
1781,4436531
1782,469921855
1783,63806703
1784,254559014
1785,2992332
1786,192811625
1787,218631546
1788,4678313
1789,5349838
1790,193906535
1791,2570111
1792,80368350
1793,101694119
1794,105525062
1795,77723033
1796,19366105
1797,646313627
1798,86162998
1799,191828333
1800,1786858
1801,40494500
1802,192199538
1803,9632256
1804,13894519
1805,3248235
1806,74897096
1807,111199814
1808,2639183
1809,3519646
1810,1688596
1811,105305409
1812,7333694
1813,34671510
1814,13071290
1815,1252006
1816,4811626
1817,61978742
1818,10747815
1819,76029145
1820,84575834
1821,36705242
1822,41668157
1823,18252019
1824,64500105
1825,131100326
1826,10647511
1827,174370364
1828,194477891
1829,57589232
1830,208484455
1831,194477891
1832,368222143
1833,230645603
1834,56979676
1835,368222143
1836,10958330
1837,121914204
1838,115857381
1839,21847578
1840,67135980
1841,23360407
1842,41832288
1843,5545942
1844,99627640
1845,231639688
1846,7508650
1847,48215852
1848,40494500
1849,101753333
1850,51772812
1851,5545942
1852,1903056
1853,202572943
1854,1903056
1855,41832288
1856,46382205
1857,46382205
1858,10958330
1859,23360407
1860,34391898
1861,70497819
1862,93445139
1863,45586847
1864,99381364
1865,207066947
1866,235565899
1867,211078011
1868,94069883
1869,271544192
1870,41435872
1871,84575834
1872,47137093
1873,255471340
1874,8042441
1875,41395380
1876,310086238
1877,35177505
1878,115196774
1879,7994410
1880,144803939
1881,8042441
1882,43368374
1883,10625562
1884,208785775
1885,9245168
1886,9245168
1887,51049514
1888,2550864
1889,297796485
1890,6626695
1891,6999662
1892,12040105
1893,4824410
1894,191164147
1895,3253053
1896,7318502
1897,17196936
1898,32011596
1899,5044407
1900,44022424
1901,39106131
1902,59571598
1903,306957306
1904,8571337
1905,15426780
1906,9982627
1907,3332622
1908,5869934
1909,14509140
1910,3920333
1911,231840463
1912,13537981
1913,5869934
1914,5869934
1915,24701644
1916,76032480
1917,20938377
1918,231840463
1919,93720761
1920,231840463
1921,40184020
1922,81574728
1923,94671
1924,5869934
1925,3261565
1926,40184020
1927,62402535
1928,64438419
1929,33266853
1930,3248235
1931,29999878
1932,57775038
1933,6867024
1934,50632816
1935,13784953
1936,2639183
1937,139125458
1938,14591762
1939,192338866
1940,70774218
1941,30581187
1942,3129309
1943,5503985
1944,14225578
1945,156202651
1946,147944602
1947,8102678
1948,294851909
1949,354872436
1950,279162063
1951,35751614
1952,68016273
1953,10935382
1954,6725868
1955,12011549
1956,14079549
1957,20638443
1958,233359307
1959,171472337
1960,274249057
1961,10127384
1962,3943653
1963,30418262
1964,11125466
1965,53548001
1966,8541909
1967,119575831
1968,30181800
1969,95405020
1970,26416009
1971,348239797
1972,30327479
1973,8308418
1974,40480560
1975,12272004
1976,227857198
1977,16898815
1978,53674666
1979,16048082
1980,5382412
1981,30307790
1982,45430894
1983,120575968
1984,64232979
1985,7563540
1986,2344423
1987,6901630
1988,2250773
1989,2226352
1990,27377746
1991,5278011
1992,26492212
1993,559894351
1994,5175081
1995,5764081
1996,240554619
1997,461314270
1998,25625929
1999,348239797
2000,41832288
2001,15426780
2002,137367272
2003,75353437
2004,1956700
2005,24947981
2006,142351690
2007,3307254
2008,60305951
2009,60305951
2010,45539821
2011,9683922
2012,24701644
2013,17581742
2014,9800773
2015,225527097
2016,3345497
2017,12195627
2018,3154209
2019,2384960
2020,2384960
2021,192338866
2022,6159908
2023,12022539
2024,52586271
2025,52768885
2026,192811625
2027,294851909
2028,70754764
2029,3862612
2030,1956700
2031,7774232
2032,57803613
2033,1628257
2034,92407041
2035,97765262
2036,3898106
2037,14509140
2038,37427573
2039,37427573
2040,24701644
2041,211570181
2042,184181960
2043,6654546
2044,15958028
2045,104031108
2046,8105311
2047,37427573
2048,26190591
2049,35070229
2050,8779313
2051,12564526
2052,10733445
2053,42048131
2054,1958845
2055,30702286
2056,54423285
2057,226164897
2058,46033100
2059,10599740
2060,62724342
2061,24650337
2062,9801419
2063,160827
2064,31992979
2065,11067754
2066,6711946
2067,42762335
2068,42762335
2069,27573863
2070,650999583
2071,46382205
2072,13086032
2073,14591762
2074,27573863
2075,311733185
2076,37427573
2077,10323272
2078,3154209
2079,35070229
2080,102610792
2081,51527592
2082,12564526
2083,14242125
2084,208484455
2085,6159908
2086,4045425
2087,9092778
2088,3465257
2089,535284743
2090,294851909
2091,49664269
2092,59322162
2093,263541454
2094,16889734
2095,274249057
2096,11496069
2097,12564526
2098,51772812
2099,15958028
2100,15958028
2101,185827345
2102,185827345
2103,89970948
2104,89970948
2105,134993181
2106,420230871
2107,13443268
2108,70102027
2109,14289653
2110,21605603
2111,67131921
2112,139125458
2113,310832333
2114,127693066
2115,214092891
2116,14612544
2117,10055024
2118,8037756
2119,10990856
2120,10109356
2121,22764865
2122,171404573
2123,58697747
2124,3556571
2125,78020974
2126,41355958
2127,1628257
2128,8303799
2129,42901343
2130,211218016
2131,37427573
2132,22764865
2133,37427573
2134,12983942
2135,18870029
2136,18870029
2137,8555208
2138,8555208
2139,10439122
2140,11370675
2141,7226792
2142,44916148
2143,10323272
2144,14976442
2145,40184020
